indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
8940,69149446,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8941,69548862,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8942,66069183,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8943,70188324,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8944,66748090,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8945,68408587,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8946,66543412,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8947,67441813,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8948,69142532,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8949,66546269,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8950,72565237,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8951,70205668,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8952,70774279,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8953,69961057,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8954,66747060,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8955,70590687,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8956,69760774,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8957,66538468,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8958,66744187,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8959,71793044,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8960,70205380,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8961,67447940,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8962,67442461,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8963,67447931,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8964,69149872,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8965,71082924,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8966,69763357,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8967,71338946,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8968,70803360,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8969,72354235,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8970,68238093,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8971,66746421,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8972,66743291,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8973,67098001,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8974,71561231,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8975,69959204,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8976,67103277,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8977,71793425,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8978,66538396,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8979,71793689,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8980,67440997,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8981,71082593,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8982,71081328,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8983,67448142,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8984,71080944,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8985,72564542,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8986,67448190,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8987,69146643,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8988,71792055,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8989,67442458,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8990,72599885,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8991,71572383,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8992,67447213,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8993,69553060,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8994,72600748,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8995,70598946,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8996,68449225,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8997,68449759,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8998,71592280,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
8999,69554053,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9000,68239001,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9001,69551325,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9002,66543122,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9003,70815660,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9004,70807735,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9005,69944138,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9006,67443507,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9007,71591268,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9008,66747197,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9009,66743262,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9010,66748841,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9011,70195164,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9012,69752029,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9013,69955847,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9014,71592278,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9015,66541009,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9016,67441748,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9017,71792064,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9018,70598497,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9019,72602305,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9020,70599043,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9021,67775128,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9022,68237567,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9023,71341647,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9024,66538502,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9025,70598837,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9026,67441581,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9027,71765258,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9028,66748096,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9029,72564686,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9030,69551328,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9031,70601483,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9032,72564389,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9033,69959730,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9034,71336195,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9035,70598380,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9036,67443812,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9037,71082673,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9038,66543683,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9039,69551246,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9040,70598913,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9041,66538389,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9042,71591997,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9043,69937037,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9044,67106369,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9045,71335619,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9046,72557587,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9047,69765545,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9048,66755432,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9049,68446764,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9050,69145774,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9051,69950307,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9052,69554877,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9053,70599515,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9054,69551162,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9055,69768748,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9056,70418501,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9057,67255513,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9058,70815532,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9059,72146389,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9060,69961009,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9061,70801319,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9062,71764534,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9063,66743266,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9064,70186049,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9065,69146508,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9066,70599302,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9067,71314173,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9068,67774875,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9069,69769116,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9070,69552540,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9071,71793049,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9072,66543278,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9073,69551459,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9074,70601283,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9075,71338181,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9076,71315790,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9077,68449766,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9078,69146911,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9079,68407364,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9080,69062185,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9081,71756070,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9082,69961024,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9083,71082798,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9084,71082672,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9085,66743275,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9086,70811405,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9087,71592321,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9088,68447844,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9089,70189100,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9090,68408339,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9091,70410610,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9092,70598959,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9093,67442218,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9094,68239106,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9095,69761696,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9096,69551484,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9097,70826742,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9098,67441908,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9099,68237870,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9100,69148507,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9101,66540462,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9102,71080149,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9103,71763929,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9104,71592069,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9105,71793372,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9106,71764422,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9107,66743250,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9108,71561111,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9109,69062128,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9110,68449239,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9111,71334753,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9112,68239191,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9113,71792222,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9114,72557554,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
9115,69084206,SourceName,Jobcentre Plus,findajob.dwp.gov.uk,Inconsistency,"Changed ""Jobcentre Plus"" to ""findajob.dwp.gov.uk"""
